duration,language,movie_id,production_country,rank,release_date,title,type1,type2,type3
164,泰米尔语 / 印地语,35652715,印度,8.7,2021-11-02,杰伊·比姆 Jai Bhim,剧情,犯罪,
121,日语,35360296,日本,8.3,2021-03-04,偶然与想象 偶然と想像,剧情,爱情,
125,汉语普通话,34947776,中国大陆,7.4,2021-06-18,守岛人,剧情,,
110,英语,26962981,美国,7.1,2021-12-22,欢乐好声音2 Sing 2,喜剧,动画,歌舞
112,英语,25909236,美国 / 中国大陆,6.7,2021-09-01,致命感应 Malignant,悬疑,恐怖,
130,汉语普通话 / 闽南语 / 英语,34962956,中国大陆 / 中国台湾,6.8,2021-01-15,缉魂 緝魂,科幻,悬疑,惊悚
123,汉语普通话,35205446,中国大陆,5.8,2021-11-19,铁道英雄,剧情,动作,历史
107,汉语普通话,26933158,中国大陆,3.6,2021-05-01,阳光劫匪,喜剧,奇幻,
154,日语,10428501,日本,9.2,2021-03-08,新·福音战士剧场版：终 シン・エヴァンゲリオン劇場版:│▌,剧情,科幻,动画
104,汉语普通话,30391228,中国大陆,6.5,2021-06-18,了不起的老爸,剧情,喜剧,家庭
104,日语,35286583,日本,9.0,2021-07-30,蜡笔小新：谜团！花之天下春日部学院 映画クレヨンしんちゃん 謎メキ！花の天カス学園,动画,悬疑,
117,英语,30143331,美国,6.3,2021-11-12,红色通缉令 Red Notice,喜剧,动作,惊悚
148,英语,34801038,美国,5.7,2022-01-14,黑客帝国：矩阵重启 The Matrix Resurrections,动作,科幻,
130,泰语,35208823,泰国 / 韩国,6.4,2021-07-14,灵媒 ร่างทรง,恐怖,,
101,英语,3439312,英国 / 美国,5.2,2021-02-26,猫和老鼠 Tom and Jerry,喜剧,动画,冒险
99,汉语普通话 / 英语,27662747,中国大陆 / 美国 / 中国香港,6.5,2021-01-15,许愿神龙 Wish Dragon,喜剧,动画,奇幻
105,粤语 / 汉语普通话,32493666,中国香港 / 中国大陆,5.0,2021-05-01,追虎擒龙,剧情,动作,犯罪
113,汉语普通话 / 日语 / 英语 / 韩语,34929859,中国大陆,6.4,2022-08-12,漫长的告白,剧情,爱情,家庭
95,英语 / 意大利语,35161768,美国,7.3,2021-08-20,夏日友晴天 Luca,喜剧,动画,奇幻
36,汉语普通话 / 闽南语,35606197,中国台湾,7.9,2021(高雄电影节,讲话没有在听 講話沒有在聽,剧情,短片,
120,汉语普通话,26935283,中国大陆,5.3,2021-02-12,侍神令,奇幻,,
102,英语 / 西班牙语,35134724,美国,6.4,2022-01-07,魔法满屋 Encanto,动画,歌舞,奇幻
111,汉语普通话,30378158,中国大陆,5.3,2021-05-01,秘密访客,悬疑,惊悚,
132,英语 / 汉语普通话,30394797,美国 / 澳大利亚,6.1,2021-09-03,尚气与十环传奇 Shang-Chi and the Legend of the Ten Rings,动作,科幻,奇幻
114,汉语普通话,35231370,中国大陆,6.3,2021-09-17,峰爆,剧情,动作,灾难
156,英语 / 美国手语 / 西班牙语 / 拉丁语 / 古希腊语,30223888,美国,5.8,2021-11-05,永恒族 Eternals,动作,科幻,奇幻
128,汉语普通话,27594653,中国大陆,5.7,2021-02-12,发财日记,剧情,喜剧,
133,英语 / 俄语 / 挪威语 / 匈牙利语 / 马其顿语 / 芬兰语,25828589,美国,6.2,2021-07-07,黑寡妇 Black Widow,动作,科幻,冒险
117,汉语普通话,30279836,中国大陆,7.2,2021-04-02,第十一回,剧情,喜剧,
120,汉语普通话,35196097,中国大陆,6.3,2021-09-19,关于我妈的一切,剧情,家庭,
112,英语,35258381,美国,8.1,2021-12-17,天鹅挽歌 Swan Song,剧情,科幻,
147,韩语,34809365,韩国,6.3,2021-07-16,非常宣言 비상선언,动作,惊悚,灾难
95,粤语 / 汉语普通话,32579501,中国香港 / 中国大陆,4.6,2021-12-31,反贪风暴5：最终章 G風暴,动作,犯罪,
105,汉语普通话,35073565,中国大陆,4.3,2021-11-19,门锁,剧情,惊悚,犯罪
138,英语,34884712,美国,7.6,2021-12-10,不要抬头 Don't Look Up,喜剧,科幻,
92,西班牙语 / 俄语 / 英语,34865507,美国 / 日本,7.8,2021-03-26,小人物 Nobody,动作,犯罪,
163,英语 / 法语 / 意大利语 / 俄语 / 西班牙语,20276229,英国 / 美国,6.6,2021-10-29,007：无暇赴死 No Time to Die,动作,惊悚,冒险
123,汉语普通话 / 粤语,26996619,中国大陆 / 中国香港,5.9,2021-12-03,古董局中局,剧情,悬疑,冒险
124,汉语普通话 / 武汉方言,35307456,中国大陆,6.0,2021-12-31,穿过寒冬拥抱你,剧情,爱情,
112,汉语普通话,35164328,中国大陆,6.0,2021-05-01,扫黑·决战,剧情,动作,犯罪
242,英语,35076714,美国,8.1,2021-05-03,扎克·施奈德版正义联盟 Zack Snyder's Justice League,动作,科幻,奇幻
142,英语,25728006,美国,5.2,2021-05-21,速度与激情9 F9: The Fast Saga,动作,犯罪,
134,英语,26703121,美国,6.8,2021-06-06,黑白魔女库伊拉 Cruella,喜剧,犯罪,
119,汉语普通话,34880302,中国大陆 / 中国香港,6.5,2021-02-12,人潮汹涌,喜剧,犯罪,
128,粤语 / 汉语普通话,30174085,中国香港 / 中国大陆,7.2,2021-07-30,怒火·重案 怒火,动作,犯罪,
132,英语 / 西班牙语,26741632,美国 / 加拿大 / 英国,8.0,2021-07-28,X特遣队：全员集结 The Suicide Squad,喜剧,动作,科幻
115,英语,26897885,美国,8.4,2021-11-05,芬奇 Finch,剧情,科幻,
110,日语 / 英语,33454993,日本,5.6,2021-04-17,名侦探柯南：绯色的子弹 名探偵コナン 緋色の弾丸,动作,动画,悬疑
115,汉语普通话,34973399,中国大陆,4.7,2021-04-30,你的婚礼,爱情,,
103,汉语普通话,35176575,中国大陆,6.6,2021-05-23,非常保镖,喜剧,悬疑,
116,汉语普通话,35464967,中国大陆,7.0,2021-08-06,硬汉枪神,剧情,动作,冒险
48,英语,35417202,英国,9.2,2021-04-16,地球改变之年 The Year Earth Changed,纪录片,,
300,汉语普通话,35430794,中国大陆,9.5,2021-05-03,山河令生来知己演唱会,音乐,歌舞,
120,汉语普通话,35231416,中国大陆,5.6,2021-07-01,幸存者1937,战争,,
107,英语,27200859,美国,9.1,2021-09-10,来自远方 Come from Away,歌舞,,
99,英语,35221424,美国 / 保加利亚,5.7,2021-09-01,之后3 After We Fell,爱情,,
86,日语,35651911,日本,8.9,2021-09-18,鬼灭之刃 鼓屋敷篇 鬼滅の刃 鼓屋敷編,动画,,
106,汉语普通话,34890921,中国大陆,6.1,2022-03-05,柳浪闻莺,剧情,爱情,
15,汉语普通话,35372549,法国 / 中国大陆,7.7,2021-05-08,河岸,动画,短片,
83,汉语普通话,35611465,中国大陆,6.4,2021-10-04,东北警察故事,剧情,动作,犯罪
97,英语,23774832,英国 / 加拿大 / 美国,6.5,2021-11-10,大红狗克里弗 Clifford the Big Red Dog,喜剧,家庭,冒险
125,日语,35280911,日本,6.7,2021-06-11,角色 キャラクター,悬疑,犯罪,
88,汉语普通话,35453739,中国大陆,3.9,2021-05-21,无间风暴,动作,犯罪,
113,韩语,33446375,韩国,5.8,2021-08-11,地陷 싱크홀,剧情,灾难,
115,英语,30444940,美国,7.2,2021-07-16,恐惧街3 Fear Street 3,悬疑,恐怖,
110,英语 / 日语 / 汉语普通话,2131664,美国,5.3,2021-04-08,真人快打 Mortal Kombat,动作,奇幻,冒险
110,汉语普通话 / 英语,35427471,中国大陆,8.0,2021-05-29,九零后,纪录片,,
113,挪威语,35293160,挪威,7.5,2021-07-30,在糟糕的日子里 I onde dager,喜剧,惊悚,
98,英语,35259282,英国,7.9,2021-09-16,援助 Help,剧情,,
103,英语,33446014,美国,6.0,2021-07-02,人类清除计划5 The Forever Purge,科幻,惊悚,犯罪
110,英语,30352897,德国 / 美国 / 英国,5.7,2021-01-26,致命弯道 Wrong Turn,惊悚,恐怖,
105,英语,34820285,美国,7.6,2021-03-18,绝唱 Swan Song,剧情,同性,
93,汉语普通话,35295915,中国大陆,4.0,2021-02-12,少林寺之得宝传奇,动作,,
78,汉语普通话,35552715,中国大陆,4.5,2021-08-06,愤怒的黄牛,动作,犯罪,
176,德语,35158375,德国 / 奥地利,8.4,2021-03-04,法比安 Fabian oder Der Gang vor die Hunde,剧情,,
72,法语,35225859,法国,7.9,2021-03-03,小妈妈 Petite maman,剧情,奇幻,
133,意大利语,34852495,意大利,6.1,2021-12-16,德伯力克 Diabolik,惊悚,犯罪,
106,汉语普通话 / 闽南语,35206186,中国台湾,6.8,2021-11-12,诡扯 詭扯,喜剧,恐怖,
116,德语 / 英语,35477174,奥地利 / 德国,8.0,2021-07-08,伟大的自由 Große Freiheit,剧情,同性,
82,汉语普通话,35027382,中国大陆,4.3,2021-05-28,奇花记,奇幻,古装,
100,英语,30447123,加拿大 / 美国,6.2,2021-05-14,那些希望我死的人 Those Who Wish Me Dead,剧情,动作,惊悚
107,英语,26140265,德国 / 美国 / 加拿大 / 法国,4.6,2021-11-24,新生化危机 Resident Evil: Welcome to Raccoon City,动作,科幻,恐怖
116,汉语普通话,35150248,中国大陆,6.7,2021-11-17,冤家宜解不宜结,剧情,喜剧,犯罪
129,英语 / 法语 / 阿拉伯语 / 德语,26996524,英国 / 美国,7.3,2022-08-23,760号犯人 The Mauritanian,剧情,惊悚,传记
121,英语,30344474,美国 / 希腊,7.5,2021-09-03,暗处的女儿 The Lost Daughter,剧情,,
109,英语,6874475,美国 / 加拿大,5.2,2021-08-27,混沌行走 Chaos Walking,动作,科幻,冒险
98,英语,26915921,美国 / 塞尔维亚,6.5,2021-08-13,屏住呼吸2 Don't Breathe 2,惊悚,恐怖,
25,韩语 / 汉语普通话,35515509,韩国 / 中国大陆,7.4,2021-01-20,最后一天,短片,,
97,日语,30359166,日本,8.1,2021-10-30,刀剑神域 进击篇 无星之夜的咏叹调 劇場版 ソードアート・オンライン プログレッシブ 星なき夜のアリア,动画,奇幻,冒险
100,汉语普通话,35086539,中国大陆,2.9,2021-09-19,狗果定理,剧情,喜剧,
95,英语,30475837,美国,7.4,2021-07-08,杨之后 After Yang,剧情,科幻,
94,汉语普通话,34454693,中国大陆,4.1,2021-06-03,有一点动心,爱情,,
106,罗马尼亚语 / 英语 / 法语 / 俄语 / 捷克语,35242942,罗马尼亚 / 卢森堡 / 捷克 / 克罗地亚,7.2,2021-03-03,倒霉性爱，发狂黄片 Babardeală cu bucluc sau porno balamuc,剧情,喜剧,
98,汉语普通话,27067713,中国大陆,2.8,2021-12-10,曾经相爱的我们,爱情,,
94,汉语普通话,33973077,中国大陆,6.2,2021-09-30,皮皮鲁与鲁西西之罐头小人,喜剧,儿童,奇幻
103,粤语,30200973,中国大陆 / 中国香港,5.4,2021-10-08,一级指控 一級指控,动作,悬疑,犯罪
107,英语,33413473,美国,9.1,2021-09-02,泰国洞穴救援 The Rescue,纪录片,,
88,汉语普通话,35400832,中国大陆,4.0,2021-03-26,重启之蛇骨佛蜕,悬疑,惊悚,冒险
39,汉语普通话,35620204,中国大陆,6.7,2022-06-23,地球最后的导演,剧情,短片,
117,英语,35101435,英国 / 德国 / 美国 / 智利,6.5,2021-09-03,斯宾塞 Spencer,剧情,传记,
83,汉语普通话,35027719,中国大陆,5.9,2021-04-01,兴安岭猎人传说,悬疑,恐怖,冒险
107,英语,30453797,爱沙尼亚 / 英国,7.7,2021-03-18,浴火鸟 Firebird,同性,历史,战争
80,英语 / 希腊语 / 德语 / 意大利语,35287558,塞浦路斯 / 希腊 / 意大利,7.8,2021-02-22,有答案的男子 The Man with the Answers,剧情,同性,
112,英语,25862300,英国,7.9,2021-01-29,发掘 The Dig,剧情,传记,历史
85,英语 / 法语,34960130,法国 / 比利时,5.9,2021-06-30,深宅 The Deep House,剧情,悬疑,惊悚
158,英语 / 意大利语 / 阿拉伯语 / 法语 / 日语,3078409,美国 / 加拿大,6.3,2021-11-24,古驰家族 House of Gucci,剧情,犯罪,
144,英语,30481476,美国,7.4,2021-09-02,国王理查德 King Richard,剧情,传记,运动
130,意大利语,35134764,意大利,7.7,2021-09-02,上帝之手 È stata la mano di Dio,剧情,,
128,汉语普通话,35312401,中国台湾,6.7,2021-11-24,月老,爱情,奇幻,
20,汉语普通话,35617485,中国大陆 / 英国,7.4,2021-10-08,启哲,剧情,短片,同性
114,日语,30318067,日本,6.5,2021-05-31,峠 最后的武士 峠 最後のサムライ,历史,战争,
114,韩语,26949852,韩国,5.9,2021-04-15,徐福 서복,剧情,动作,科幻
88,藏语 / 汉语普通话,35151513,中国大陆,7.1,2021-11-02,一个和四个,剧情,悬疑,犯罪
24,日语,35210274,日本,8.3,2021-03-01,鸣鸟不飞 OAD 囀る鳥は羽ばたかない Don’t stay gold,动画,同性,
15,英语 / 罗马尼亚语,33218436,美国 / 西班牙,8.3,2021-07(戛纳,皆为爱 The Windshield Wiper,爱情,动画,短片
100,英语 / 印度尼西亚语,35116325,美国,6.3,2021-09-26,致命录像带94 V/H/S 94,惊悚,恐怖,
139,英语,34614665,美国,7.2,2021-07-08,静水城 Stillwater,剧情,惊悚,犯罪
152,马拉雅拉姆语,35310153,印度,7.6,2021-02-19,较量2 ദൃശ്യം 2,剧情,惊悚,犯罪
90,英语,35588343,美国,7.8,2021-09-03,穿着鞋子的贝壳马塞尔 Marcel the Shell with Shoes On,剧情,喜剧,动画
107,日语,35198690,日本,7.2,2021-02-26,剧场版 情色小说家~playback~ 劇場版ポルノグラファー～プレイバック～,剧情,爱情,同性
90,汉语普通话,35071012,中国大陆,4.4,2021-03-12,白蛇：情劫,爱情,奇幻,
113,英语,30229667,美国 / 加拿大 / 中国香港,7.3,2021-04-30,智能大反攻 The Mitchells vs. The Machines,喜剧,科幻,动画
179,四川乐山话,27305997,中国香港 / 法国,9.0,2021-08-13,椒麻堂会,剧情,,
88,汉语普通话,35467099,中国大陆,4.0,2021-10-15,新逃学威龙,喜剧,,
105,汉语普通话,30279972,中国台湾,4.2,2021-01-15,叱咤风云,剧情,爱情,运动
156,英语 / 西班牙语,26820621,美国,6.0,2021-12-10,西区故事 West Side Story,剧情,爱情,歌舞
127,英语 / 法语 / 德语,35245762,德国 / 美国,6.2,2021-10-29,神偷军团 Army of Thieves,动作,犯罪,
129,日语,34950972,日本,6.3,2021-09-17,假面之夜 マスカレード・ナイト,剧情,悬疑,犯罪
138,汉语普通话,35558950,中国大陆,6.3,2021-12-25,脱口秀跨年2021,脱口秀,,
87,法语,35384289,法国,6.9,2021-10-27,肉罢不能 Barbaque,喜剧,恐怖,
116,韩语,35093796,韩国,7.6,2021-10-01,奇迹 기적,剧情,爱情,
92,汉语普通话,35625249,中国大陆,8.2,2021-12-03,无尽攀登,纪录片,冒险,运动
98,日语,30201133,日本,8.4,2021-06-11,机动战士高达 闪光的哈萨维 機動戦士ガンダム 閃光のハサウェイ,剧情,科幻,动画
92,英语,34994748,美国,9.3,2021-09-10,登山家 The Alpinist,纪录片,,
93,汉语普通话,35295837,中国大陆,3.3,2021-05-01,摸金玦之守护人,惊悚,冒险,
99,汉语普通话,35198422,中国大陆,4.8,2022-04-30,出拳吧，妈妈,剧情,运动,
123,西班牙语,35123985,西班牙 / 法国,7.2,2021-09-01,平行母亲 Madres paralelas,剧情,,
136,英语 / 西班牙语,30137576,哥伦比亚 / 泰国 / 法国 / 德国 / 墨西哥 / 卡塔尔 / 英国 / 中国大陆 / 瑞士,7.7,2022(中国大陆),记忆 Memoria,剧情,,
121,德语 / 英语,27179288,德国 / 美国,6.4,2021-07-24,血色天劫 Blood Red Sky,动作,惊悚,恐怖
113,汉语普通话,34927935,中国大陆,4.1,2021-01-08,长安伏妖,奇幻,古装,
86,汉语普通话,35496803,中国大陆,4.9,2021-07-08,河豚,剧情,,
88,英语,34970326,美国,5.7,2021-07-02,至死不渝 Till Death,惊悚,,
92,汉语普通话,35397846,中国大陆,3.5,2021-03-26,冒牌大保镖,喜剧,,
90,汉语普通话,35411088,中国大陆,3.7,2021-09-03,重启地球,剧情,科幻,
111,日语,35204897,日本,5.7,2021-07-09,蜂蜜柠檬苏打 ハニーレモンソーダ,剧情,喜剧,爱情
124,英语,26838236,加拿大 / 美国,6.1,2021-11-19,超能敢死队 Ghostbusters: Afterlife,喜剧,奇幻,冒险
89,汉语普通话,35341771,中国大陆,4.1,2021-01-29,让我过过瘾,喜剧,,
115,韩语,33457597,韩国,5.3,2021-07-02,第八天之夜 제8일의 밤,悬疑,惊悚,
100,日语,35243066,日本,7.1,2021-08-27,海岬的迷途之家 岬のマヨイガ,动画,,
106,冰岛语,33450810,冰岛 / 瑞典 / 波兰,5.8,2021-07-13,羊崽 Dýrið,惊悚,奇幻,
94,日语,30037194,日本,7.6,2021-06-04,酷爱电影的庞波小姐 映画大好きポンポさん,动画,,
100,汉语普通话,25964242,中国大陆,4.5,2021-06-10,射雕英雄传之九阴白骨爪,动作,爱情,武侠
114,汉语普通话 / 闽南语,35496289,中国台湾,6.6,2022-03-11,该死的阿修罗 該死的阿修羅,剧情,犯罪,
100,粤语,34852249,中国香港,6.8,2021-07-15,杀出个黄昏 殺出個黃昏,剧情,犯罪,
118,英语 / 西班牙语,30456637,西班牙,6.9,2021-01-15,沿路而下 Way Down,动作,犯罪,
91,韩语,35429502,韩国,7.1,2021-05-19,独自生活的人们 혼자 사는 사람들,剧情,,
110,汉语普通话,1431694,中国大陆,8.1,1958(中国大陆),永不消逝的电波,剧情,,
15,汉语普通话,35490651,中国香港,5.6,2021-06-13,天下乌鸦 天下烏鴉,剧情,短片,
137,日语,35235523,日本,6.6,2021-10-29,爱的接力棒 そして、バトンは渡された,剧情,爱情,家庭
66,韩语,35360295,韩国,6.7,2021-03-01,引见 인트로덕션,剧情,,
106,日语,35471373,日本,7.2,2021-06-26,世界奇妙物语 2021夏季特别篇 世にも奇妙な物語’21夏の特別編,惊悚,,
99,英语,35442458,美国,7.4,2021-09-07,老亨利 Old Henry,犯罪,西部,
108,英语,34840705,美国,7.8,2021-09-02,呼朋引伴 C'mon C'mon,剧情,,
106,英语,34626280,英国 / 美国,5.1,2021-09-08,月光光心慌慌：杀戮 Halloween Kills,惊悚,恐怖,
83,汉语普通话,35470291,中国大陆,5.3,2021-05-22,别叫我情圣,剧情,,
128,西班牙语 / 英语,34816897,英国 / 美国,6.2,2022-05-11,绞肉行动 Operation Mincemeat,剧情,战争,
109,英语,34802334,美国 / 加拿大,6.4,2021-06-25,冰路营救 The Ice Road,剧情,动作,惊悚
89,英语,33433405,美国,7.7,2021-01-31,大地 Land,剧情,,
30,英语,35669521,英国,7.9,2021-12-23,古宅老友记：2021圣诞特别集 Ghosts: Christmas Special,喜剧,奇幻,
120,日语,35015968,日本,7.9,2021-11-03,昨日的美食 电影版 きのう何食べた？劇場版,剧情,同性,
92,英语,35009298,英国,6.0,2021-07-16,猪 Pig,剧情,惊悚,
109,韩语,35145064,韩国,6.3,2021-07-28,谤法：在此矣 방법: 재차의,悬疑,恐怖,奇幻
124,日语,35589251,日本 / 韩国,7.1,2021-10-08,失踪 さがす,剧情,悬疑,惊悚
111,英语,30465068,美国,7.7,2021-03-03,女生要革命 Moxie,剧情,喜剧,
87,汉语普通话,35173737,中国大陆,4.7,2021-02-15,反击,动作,悬疑,
78,汉语普通话,35559591,中国大陆,4.9,2021-12-10,二龙湖往事惊魂夜,喜剧,惊悚,
101,法语,27093500,法国 / 美国,6.5,2021-05-12,氧气危机 Oxygen,科幻,惊悚,恐怖
85,英语,35669441,英国 / 美国 / 加拿大,8.5,2021-12-30,希尔达与山丘之王 Hilda and The Mountain King,动画,奇幻,冒险
95,汉语普通话,33437509,中国大陆,4.6,2021-07-23,贝肯熊2：金牌特工,动画,冒险,
136,俄语 / 法语 / 西班牙语 / 韩语 / 英语 / 日语 / 丹麦语 / 汉语普通话 / 阿拉伯语 / 德语 / 菲律宾语,30428359,韩国,6.5,2021-02-05,胜利号 승리호,科幻,,
95,韩语,35183025,韩国,6.7,2021-11-24,恋爱缺席的罗曼史 연애 빠진 로맨스,爱情,,
104,德语,35202365,德国,7.4,2021-03-01,我是你的人 Ich bin dein Mensch,喜剧,爱情,科幻
97,汉语普通话,30329081,中国大陆,7.1,2022-03-18,“炼”爱,爱情,纪录片,
124,日语,35259430,日本,7.5,2021-11-05,我们都无法成为大人 ボクたちはみんな大人になれなかった,爱情,,
80,汉语普通话,34913583,中国大陆,5.0,2021-07-09,新大头儿子和小头爸爸4：完美爸爸,动画,奇幻,冒险
110,英语,30444938,美国,6.6,2021-07-09,恐惧街2 Fear Street 2,悬疑,恐怖,
93,粤语,30200089,中国香港,6.8,2021-11-25,喜欢妳是妳 喜歡妳是妳,爱情,同性,
110,俄语,35384201,俄罗斯,7.3,2022-08-26,忠犬帕尔玛 Пальма,剧情,,
83,汉语普通话,35073164,中国大陆,4.0,2021-04-23,墨家机关术,古装,,
115,英语,34797212,美国,6.8,2021-02-12,致所有我曾爱过的男孩3 To All The Boys: Always And Forever,喜剧,爱情,
116,英语,26615748,美国,6.2,2021-08-20,追忆迷局 Reminiscence,爱情,科幻,悬疑
112,英语 / 法语 / 罗马尼亚语,34966363,法国 / 比利时,7.1,2021-07-11,活在当下 Rien à foutre,剧情,,
86,英语,35576388,英国,5.6,2021-09-29,诡屋惊魂 No One Gets Out Alive,悬疑,惊悚,恐怖
98,英语,35299584,英国,6.9,2021-09-02,贝尔法斯特 Belfast,剧情,,
90,汉语普通话,33383459,中国大陆,3.0,2021-04-23,记忆切割,科幻,悬疑,
93,英语,34912850,美国,4.2,2021-11-12,新小鬼当家 Home Sweet Home Alone,剧情,喜剧,动作
107,英语,27089580,美国,6.0,2021-07-02,恐惧街 Fear Street,悬疑,恐怖,
94,韩语,30422485,韩国,6.3,2021-08-18,人质 인질,动作,惊悚,
120,日语,35371618,日本,6.8,2021-12-30,99.9:刑事专业律师 电影版 99.9-刑事専門弁護士-THE MOVIE,悬疑,犯罪,
114,西班牙语,34960939,西班牙 / 阿根廷,7.1,2021-09-04,主竞赛 Competencia oficial,喜剧,,
108,汉语普通话,35132974,中国大陆,7.5,2021-08-06,我的父亲焦裕禄,剧情,传记,
125,英语,34983332,印度 / 美国,7.6,2021-01-22,白虎 The White Tiger,剧情,犯罪,
12,日语,35332577,日本,8.2,2021-01-18,情色小说家～春的生活～ ポルノグラファー～春的生活～,同性,,
88,丹麦语 / 英语 / 俄语 / 瑞典语,30403645,丹麦 / 瑞典 / 挪威 / 法国 / 美国 / 斯洛文尼亚 / 爱沙尼亚 / 西班牙 / 意大利 / 芬兰,8.2,2021-01-28,逃亡 Flugt,动画,纪录片,
99,汉语普通话,35073033,中国大陆,5.6,2021-01-15,没有过不去的年,剧情,家庭,
78,日语,35440052,日本,7.4,2021-10-09,我让最想被拥抱的男人给威胁了：西班牙篇 劇場版 抱かれたい男1位に脅されています。～スペイン編～,动画,,
111,英语,34663377,英国,7.7,2021-09-02,路易斯·韦恩的激情人生 The Electrical Life of Louis Wain,剧情,传记,历史
75,汉语普通话,35027723,中国大陆,3.6,2021-08-27,火星异变,剧情,科幻,灾难
108,英语,33441781,美国,5.5,2021-01-15,神枪手 The Marksman,动作,惊悚,
93,意大利语,27124451,意大利 / 法国 / 德国,7.3,2021-09-04,洞 Il buco,剧情,,
123,英语 / 德语,35240917,英国,7.5,2021-10-13,慕尼黑：战争边缘 Munich: The Edge of War,剧情,惊悚,传记
119,汉语普通话,30331582,奥地利 / 法国 / 比利时 / 中国台湾,4.5,2021-11-19,金钱男孩 Money Boys,剧情,同性,家庭
114,法语,34943349,法国,7.4,2021-09-17,疯女人的舞会 Le Bal des folles,惊悚,,
83,英语,35516745,美国,7.4,2021-08-05,疯神 Mad God,动画,恐怖,
98,法语 / 英语,35210620,法国,7.7,2021-09-15,阿娜伊斯的爱恋 Les Amours d'Anaïs,剧情,喜剧,爱情
85,粤语 / 汉语普通话,35402783,中国香港,5.2,2021-12-24,逃狱兄弟2 逃獄兄弟2,喜剧,犯罪,
96,汉语普通话,35231379,中国大陆,6.1,2021-04-02,浴血无名川,历史,战争,
104,英语,35178785,美国,6.3,2021-11-05,爱很难 Love Hard,喜剧,爱情,
93,汉语普通话,35384130,中国大陆,4.3,2021-03-07,武松血战狮子楼,动作,古装,
110,英语,3010409,美国,5.7,2021-04-30,冷血悍将 Without Remorse,动作,惊悚,
137,英语,30391140,美国,6.8,2021-09-09,致埃文·汉森 Dear Evan Hansen,剧情,歌舞,
65,汉语普通话,35489154,中国大陆,6.9,2021-08-14,狐妖小红娘·月红2,剧情,动画,
115,日语,34906716,日本,7.0,2021-10-30,没有养老的资金 老後の資金がありません,剧情,喜剧,家庭
141,英语,26856202,法国 / 墨西哥 / 美国 / 瑞士 / 比利时 / 日本 / 德国,6.9,2021-07-06,安妮特 Annette,剧情,爱情,歌舞
118,俄语,35375982,俄罗斯,7.7,2021-04-22,德维塔耶夫 Девятаев,剧情,战争,
82,芬兰语,35196586,芬兰,7.8,2021-09-10,"一个不愿观看《泰坦尼克号》的盲人 Sokea mies, joka ei halunnut nähdä Titanicia",剧情,,
72,英语,35618442,美国,8.3,2021-10-05,戴夫·查佩尔：胜利最终章 Dave Chappelle: The Closer,喜剧,脱口秀,
98,英语,35612092,墨西哥 / 委内瑞拉 / 美国,6.2,2021-09-27,上帝的驱魔 The Exorcism of God,剧情,恐怖,
